Gene stable ID,Transcript stable ID,Gene start (bp),Gene end (bp)
ENSGALG00000048200,ENSGALT00000107891,27759107,27766193
ENSGALG00000016512,ENSGALT00000026641,104377325,104402322
ENSGALG00000008907,ENSGALT00000044628,14058563,14184797
ENSGALG00000008907,ENSGALT00000105501,14058563,14184797
ENSGALG00000008907,ENSGALT00000099968,14058563,14184797
ENSGALG00000013935,ENSGALT00000070838,55290293,55506996
ENSGALG00000013935,ENSGALT00000107752,55290293,55506996
ENSGALG00000013935,ENSGALT00000106218,55290293,55506996
ENSGALG00000013935,ENSGALT00000022585,55290293,55506996
ENSGALG00000013935,ENSGALT00000062456,55290293,55506996
ENSGALG00000013935,ENSGALT00000062593,55290293,55506996
ENSGALG00000013935,ENSGALT00000063320,55290293,55506996
ENSGALG00000016510,ENSGALT00000102594,104370906,104377540
ENSGALG00000016510,ENSGALT00000026639,104370906,104377540
ENSGALG00000008918,ENSGALT00000014499,14045653,14055302
ENSGALG00000008918,ENSGALT00000087622,14045653,14055302
ENSGALG00000010043,ENSGALT00000107158,27695074,27760628
ENSGALG00000010043,ENSGALT00000087776,27695074,27760628
ENSGALG00000010043,ENSGALT00000016321,27695074,27760628
ENSGALG00000008947,ENSGALT00000107558,13939800,14041253
ENSGALG00000008947,ENSGALT00000014550,13939800,14041253
ENSGALG00000013912,ENSGALT00000022554,55260164,55283655
ENSGALG00000023601,ENSGALT00000039270,13885030,13898284
ENSGALG00000008996,ENSGALT00000014632,13866589,13879079
ENSGALG00000010039,ENSGALT00000016306,27531575,27695285
ENSGALG00000010036,ENSGALT00000016303,27500695,27510879
ENSGALG00000026739,ENSGALT00000043827,27428257,27428361
ENSGALG00000015846,ENSGALT00000100412,77640791,77711585
ENSGALG00000015846,ENSGALT00000025548,77640791,77711585
ENSGALG00000015846,ENSGALT00000069445,77640791,77711585
ENSGALG00000015846,ENSGALT00000065997,77640791,77711585
ENSGALG00000015846,ENSGALT00000025549,77640791,77711585
ENSGALG00000015846,ENSGALT00000060252,77640791,77711585
ENSGALG00000010032,ENSGALT00000016296,27415048,27479318
ENSGALG00000029862,ENSGALT00000049655,27397532,27407370
ENSGALG00000010026,ENSGALT00000031908,27329669,27359503
ENSGALG00000015845,ENSGALT00000025547,77592090,77594215
ENSGALG00000016509,ENSGALT00000026634,104340995,104374512
ENSGALG00000052460,ENSGALT00000102816,77563544,77591643
ENSGALG00000015838,ENSGALT00000025538,77520011,77538966
ENSGALG00000010023,ENSGALT00000059207,27250948,27261822
ENSGALG00000010023,ENSGALT00000016279,27250948,27261822
ENSGALG00000010020,ENSGALT00000068038,27055515,27213152
ENSGALG00000010020,ENSGALT00000016274,27055515,27213152
ENSGALG00000015836,ENSGALT00000090920,77469083,77515525
ENSGALG00000015836,ENSGALT00000097698,77469083,77515525
ENSGALG00000015836,ENSGALT00000025536,77469083,77515525
ENSGALG00000015836,ENSGALT00000055251,77469083,77515525
ENSGALG00000015836,ENSGALT00000064278,77469083,77515525
ENSGALG00000015836,ENSGALT00000057116,77469083,77515525
ENSGALG00000009003,ENSGALT00000014652,13751856,13817913
ENSGALG00000009003,ENSGALT00000100814,13751856,13817913
ENSGALG00000016508,ENSGALT00000026633,104332544,104340810
ENSGALG00000050413,ENSGALT00000087421,13718200,13722121
ENSGALG00000010017,ENSGALT00000051293,27035389,27055369
ENSGALG00000010017,ENSGALT00000016270,27035389,27055369
ENSGALG00000010016,ENSGALT00000016269,26898348,26956262
ENSGALG00000032789,ENSGALT00000050378,77240681,77263108
ENSGALG00000015833,ENSGALT00000025528,76970519,76992372
ENSGALG00000010014,ENSGALT00000016264,26873800,26880135
ENSGALG00000020057,ENSGALT00000067583,26853522,26874011
ENSGALG00000020057,ENSGALT00000054390,26853522,26874011
ENSGALG00000020057,ENSGALT00000031915,26853522,26874011
ENSGALG00000010010,ENSGALT00000016260,26838815,26855054
ENSGALG00000010005,ENSGALT00000046856,26671415,26746226
ENSGALG00000009013,ENSGALT00000014663,13717148,13724622
ENSGALG00000047946,ENSGALT00000105633,26344091,26347144
ENSGALG00000010000,ENSGALT00000016247,26338154,26619224
ENSGALG00000009990,ENSGALT00000016234,26195862,26317142
ENSGALG00000009990,ENSGALT00000047497,26195862,26317142
ENSGALG00000023303,ENSGALT00000038337,26002837,26005896
ENSGALG00000032259,ENSGALT00000046696,25943217,25946344
ENSGALG00000027749,ENSGALT00000046060,25941501,25941690
ENSGALG00000028950,ENSGALT00000042671,25937173,25937444
ENSGALG00000016507,ENSGALT00000026632,104325698,104331561
ENSGALG00000035800,ENSGALT00000061391,25620462,25819300
ENSGALG00000016506,ENSGALT00000026630,104302069,104318193
ENSGALG00000015831,ENSGALT00000025524,76920815,76968453
ENSGALG00000015831,ENSGALT00000025523,76920815,76968453
ENSGALG00000015831,ENSGALT00000082641,76920815,76968453
ENSGALG00000009981,ENSGALT00000016222,25603481,25620190
ENSGALG00000009973,ENSGALT00000016212,25588912,25603301
ENSGALG00000015830,ENSGALT00000081766,76882802,76907147
ENSGALG00000015830,ENSGALT00000025521,76882802,76907147
ENSGALG00000015830,ENSGALT00000077930,76882802,76907147
ENSGALG00000015830,ENSGALT00000098260,76882802,76907147
ENSGALG00000025086,ENSGALT00000041999,76868153,76868223
ENSGALG00000025598,ENSGALT00000042511,76866011,76866077
ENSGALG00000015826,ENSGALT00000025516,76631645,76632760
ENSGALG00000030691,ENSGALT00000062435,25523064,25581617
ENSGALG00000030691,ENSGALT00000065710,25523064,25581617
ENSGALG00000015824,ENSGALT00000096093,76586294,76603827
ENSGALG00000015824,ENSGALT00000037154,76586294,76603827
ENSGALG00000035472,ENSGALT00000053918,76522206,76576110
ENSGALG00000035472,ENSGALT00000094072,76522206,76576110
ENSGALG00000009967,ENSGALT00000016201,25371305,25456660
ENSGALG00000015812,ENSGALT00000025493,76505605,76508146
ENSGALG00000009016,ENSGALT00000014668,13641962,13716976
ENSGALG00000015810,ENSGALT00000025491,76468737,76481009
ENSGALG00000009958,ENSGALT00000016186,25344295,25359387
ENSGALG00000009955,ENSGALT00000016182,25331747,25347053
ENSGALG00000015808,ENSGALT00000025488,76451007,76467565
ENSGALG00000015808,ENSGALT00000075637,76451007,76467565
ENSGALG00000009954,ENSGALT00000016181,25309379,25331245
ENSGALG00000016505,ENSGALT00000026627,104286884,104301775
ENSGALG00000009020,ENSGALT00000014678,13599642,13633726
ENSGALG00000025549,ENSGALT00000042462,13376018,13376113
ENSGALG00000009028,ENSGALT00000014689,13189289,13199549
ENSGALG00000016504,ENSGALT00000093045,104214249,104270106
ENSGALG00000016504,ENSGALT00000026624,104214249,104270106
ENSGALG00000055099,ENSGALT00000100735,13104506,13105711
ENSGALG00000013900,ENSGALT00000094882,55160010,55257947
ENSGALG00000013900,ENSGALT00000092731,55160010,55257947
ENSGALG00000013900,ENSGALT00000103223,55160010,55257947
ENSGALG00000013900,ENSGALT00000077557,55160010,55257947
ENSGALG00000013900,ENSGALT00000022537,55160010,55257947
ENSGALG00000015806,ENSGALT00000025485,76418282,76450684
ENSGALG00000051972,ENSGALT00000104424,12975409,12975463
ENSGALG00000009947,ENSGALT00000016174,25256109,25303550
ENSGALG00000015800,ENSGALT00000025476,76380620,76418162
ENSGALG00000015800,ENSGALT00000025477,76380620,76418162
ENSGALG00000009932,ENSGALT00000048160,25096501,25247758
ENSGALG00000009932,ENSGALT00000075854,25096501,25247758
ENSGALG00000033129,ENSGALT00000069966,25092240,25094448
ENSGALG00000015791,ENSGALT00000025464,76359719,76377160
ENSGALG00000048551,ENSGALT00000107954,24878298,24878346
ENSGALG00000048844,ENSGALT00000093879,24623851,24623942
ENSGALG00000043839,ENSGALT00000087741,76214454,76233437
ENSGALG00000009926,ENSGALT00000016138,24223735,24254972
ENSGALG00000049848,ENSGALT00000104632,76173595,76187438
ENSGALG00000025459,ENSGALT00000042372,75994558,75994667
ENSGALG00000009925,ENSGALT00000088167,24054773,24166383
ENSGALG00000009925,ENSGALT00000016137,24054773,24166383
ENSGALG00000009925,ENSGALT00000062543,24054773,24166383
ENSGALG00000009919,ENSGALT00000016131,24028612,24038420
ENSGALG00000015787,ENSGALT00000075760,75847300,76033360
ENSGALG00000015787,ENSGALT00000096190,75847300,76033360
ENSGALG00000015787,ENSGALT00000091480,75847300,76033360
ENSGALG00000015787,ENSGALT00000053098,75847300,76033360
ENSGALG00000015787,ENSGALT00000025457,75847300,76033360
ENSGALG00000037996,ENSGALT00000062636,24007333,24012394
ENSGALG00000037996,ENSGALT00000060712,24007333,24012394
ENSGALG00000013892,ENSGALT00000055814,55054006,55149738
ENSGALG00000013892,ENSGALT00000022522,55054006,55149738
ENSGALG00000009037,ENSGALT00000014709,12892857,12984138
ENSGALG00000028145,ENSGALT00000045345,75832004,75833128
ENSGALG00000015780,ENSGALT00000025447,75829783,75832053
ENSGALG00000015779,ENSGALT00000025446,75796307,75810677
ENSGALG00000009042,ENSGALT00000014720,12825298,12864186
ENSGALG00000015778,ENSGALT00000025445,75770652,75790286
ENSGALG00000015776,ENSGALT00000025443,75708979,75735202
ENSGALG00000009915,ENSGALT00000016124,23698626,23850581
ENSGALG00000009915,ENSGALT00000098722,23698626,23850581
ENSGALG00000009915,ENSGALT00000052372,23698626,23850581
ENSGALG00000009915,ENSGALT00000053920,23698626,23850581
ENSGALG00000009915,ENSGALT00000103033,23698626,23850581
ENSGALG00000009915,ENSGALT00000101124,23698626,23850581
ENSGALG00000015775,ENSGALT00000085802,75684051,75708805
ENSGALG00000015775,ENSGALT00000059050,75684051,75708805
ENSGALG00000026971,ENSGALT00000043218,75653938,75674113
ENSGALG00000025567,ENSGALT00000042480,75576963,75577060
ENSGALG00000054687,ENSGALT00000107633,23556686,23556740
ENSGALG00000042511,ENSGALT00000053290,23428366,23460375
ENSGALG00000042511,ENSGALT00000096737,23428366,23460375
ENSGALG00000015768,ENSGALT00000107298,75547294,75651254
ENSGALG00000015768,ENSGALT00000025431,75547294,75651254
ENSGALG00000009911,ENSGALT00000016119,23186938,23204981
ENSGALG00000048103,ENSGALT00000101634,23161831,23163024
ENSGALG00000015762,ENSGALT00000025418,75541476,75544276
ENSGALG00000009909,ENSGALT00000016117,23141809,23151326
ENSGALG00000009906,ENSGALT00000090827,23082392,23132592
ENSGALG00000009906,ENSGALT00000064413,23082392,23132592
ENSGALG00000009906,ENSGALT00000016111,23082392,23132592
ENSGALG00000044479,ENSGALT00000107502,104204531,104212671
ENSGALG00000044479,ENSGALT00000083397,104204531,104212671
ENSGALG00000009896,ENSGALT00000016090,22966378,23038588
ENSGALG00000009896,ENSGALT00000060730,22966378,23038588
ENSGALG00000025513,ENSGALT00000042426,22958757,22958831
ENSGALG00000015733,ENSGALT00000087903,75447370,75541229
ENSGALG00000015733,ENSGALT00000025373,75447370,75541229
ENSGALG00000009890,ENSGALT00000016077,22956893,22963144
ENSGALG00000015611,ENSGALT00000025170,75427685,75445754
ENSGALG00000015611,ENSGALT00000096231,75427685,75445754
ENSGALG00000015606,ENSGALT00000025161,75416832,75418427
ENSGALG00000019866,ENSGALT00000031575,104201718,104205041
ENSGALG00000015605,ENSGALT00000025160,75307454,75404609
ENSGALG00000015605,ENSGALT00000101093,75307454,75404609
ENSGALG00000013874,ENSGALT00000102320,55012657,55048318
ENSGALG00000013874,ENSGALT00000022499,55012657,55048318
ENSGALG00000015596,ENSGALT00000071998,75083923,75132422
ENSGALG00000015596,ENSGALT00000047872,75083923,75132422
ENSGALG00000015596,ENSGALT00000025147,75083923,75132422
ENSGALG00000017925,ENSGALT00000028632,74803503,74803585
ENSGALG00000047305,ENSGALT00000104554,74469923,74469967
ENSGALG00000052304,ENSGALT00000096225,74238205,74239440
ENSGALG00000025559,ENSGALT00000042472,73971334,73971406
ENSGALG00000009887,ENSGALT00000103472,22932307,22952244
ENSGALG00000009887,ENSGALT00000016072,22932307,22952244
ENSGALG00000009887,ENSGALT00000101070,22932307,22952244
ENSGALG00000015593,ENSGALT00000025144,73911004,74054520
ENSGALG00000016502,ENSGALT00000062298,104195023,104200149
ENSGALG00000016502,ENSGALT00000026619,104195023,104200149
ENSGALG00000026577,ENSGALT00000046032,73803201,73803302
ENSGALG00000009884,ENSGALT00000106730,22825936,22906255
ENSGALG00000009884,ENSGALT00000069317,22825936,22906255
ENSGALG00000009884,ENSGALT00000016068,22825936,22906255
ENSGALG00000009884,ENSGALT00000094987,22825936,22906255
ENSGALG00000009884,ENSGALT00000103294,22825936,22906255
ENSGALG00000050194,ENSGALT00000092563,73387254,73388264
ENSGALG00000025686,ENSGALT00000042599,73207637,73207740
ENSGALG00000026359,ENSGALT00000043743,22805740,22810788
ENSGALG00000030545,ENSGALT00000056728,55006646,55011097
ENSGALG00000030545,ENSGALT00000095318,55006646,55011097
ENSGALG00000009881,ENSGALT00000016064,22668052,22760407
ENSGALG00000015590,ENSGALT00000094113,73174355,73186779
ENSGALG00000015590,ENSGALT00000031683,73174355,73186779
ENSGALG00000009877,ENSGALT00000047149,22428235,22599162
ENSGALG00000009877,ENSGALT00000016057,22428235,22599162
ENSGALG00000009877,ENSGALT00000053607,22428235,22599162
ENSGALG00000042116,ENSGALT00000048266,72904936,73020779
ENSGALG00000042116,ENSGALT00000098532,72904936,73020779
ENSGALG00000016501,ENSGALT00000026618,104190916,104194372
ENSGALG00000027599,ENSGALT00000042679,72821102,72821248
ENSGALG00000009871,ENSGALT00000016049,22389980,22414051
ENSGALG00000009871,ENSGALT00000098542,22389980,22414051
ENSGALG00000009871,ENSGALT00000099668,22389980,22414051
ENSGALG00000009871,ENSGALT00000095284,22389980,22414051
ENSGALG00000015580,ENSGALT00000025123,72810901,72832528
ENSGALG00000015580,ENSGALT00000107629,72810901,72832528
ENSGALG00000016500,ENSGALT00000063526,104141133,104187699
ENSGALG00000016500,ENSGALT00000053952,104141133,104187699
ENSGALG00000009864,ENSGALT00000016038,22364629,22387324
ENSGALG00000009864,ENSGALT00000107032,22364629,22387324
ENSGALG00000009864,ENSGALT00000049668,22364629,22387324
ENSGALG00000009861,ENSGALT00000016035,22313882,22350044
ENSGALG00000026837,ENSGALT00000045401,22294308,22294417
ENSGALG00000009858,ENSGALT00000016032,22290234,22295308
ENSGALG00000052015,ENSGALT00000096808,22287852,22290945
ENSGALG00000009057,ENSGALT00000014743,12725381,12798093
ENSGALG00000009057,ENSGALT00000093674,12725381,12798093
ENSGALG00000009854,ENSGALT00000016017,22263928,22270603
ENSGALG00000015573,ENSGALT00000106263,72780194,72808323
ENSGALG00000015573,ENSGALT00000025106,72780194,72808323
ENSGALG00000015573,ENSGALT00000099703,72780194,72808323
ENSGALG00000015573,ENSGALT00000095897,72780194,72808323
ENSGALG00000009848,ENSGALT00000016009,22185167,22240475
ENSGALG00000009848,ENSGALT00000104373,22185167,22240475
ENSGALG00000009848,ENSGALT00000075215,22185167,22240475
ENSGALG00000013869,ENSGALT00000092514,54956242,54977305
ENSGALG00000013869,ENSGALT00000022493,54956242,54977305
ENSGALG00000015570,ENSGALT00000025103,72720696,72721955
ENSGALG00000019921,ENSGALT00000031690,72657213,72662193
ENSGALG00000015517,ENSGALT00000025017,72530453,72641635
ENSGALG00000015517,ENSGALT00000064843,72530453,72641635
ENSGALG00000015517,ENSGALT00000092499,72530453,72641635
ENSGALG00000015517,ENSGALT00000094555,72530453,72641635
ENSGALG00000015517,ENSGALT00000067992,72530453,72641635
ENSGALG00000020729,ENSGALT00000033200,12687919,12693207
ENSGALG00000009843,ENSGALT00000016003,22145670,22166335
ENSGALG00000009843,ENSGALT00000105346,22145670,22166335
ENSGALG00000016499,ENSGALT00000091812,104117200,104131180
ENSGALG00000016499,ENSGALT00000026616,104117200,104131180
ENSGALG00000015513,ENSGALT00000025012,72435233,72521377
ENSGALG00000049755,ENSGALT00000102071,54924896,54930168
ENSGALG00000049953,ENSGALT00000093720,72075174,72075230
ENSGALG00000038425,ENSGALT00000052205,71751287,71752564
ENSGALG00000015490,ENSGALT00000048539,71678603,71732006
ENSGALG00000015490,ENSGALT00000097570,71678603,71732006
ENSGALG00000015490,ENSGALT00000068032,71678603,71732006
ENSGALG00000015490,ENSGALT00000024980,71678603,71732006
ENSGALG00000009837,ENSGALT00000015990,22123438,22145700
ENSGALG00000015489,ENSGALT00000024978,71527144,71544385
ENSGALG00000009068,ENSGALT00000100047,12635777,12683252
ENSGALG00000009068,ENSGALT00000014757,12635777,12683252
ENSGALG00000009828,ENSGALT00000015980,22051036,22090451
ENSGALG00000009821,ENSGALT00000015969,22025576,22030009
ENSGALG00000019867,ENSGALT00000031579,104100480,104108106
ENSGALG00000015486,ENSGALT00000024973,71514528,71520267
ENSGALG00000028126,ENSGALT00000043271,12627078,12627187
ENSGALG00000013865,ENSGALT00000031776,54895190,54914161
ENSGALG00000015483,ENSGALT00000024970,71486522,71511444
ENSGALG00000015483,ENSGALT00000081923,71486522,71511444
ENSGALG00000015478,ENSGALT00000024961,71429787,71482168
ENSGALG00000015478,ENSGALT00000024962,71429787,71482168
ENSGALG00000015478,ENSGALT00000106592,71429787,71482168
ENSGALG00000013862,ENSGALT00000022484,54793588,54794409
ENSGALG00000015468,ENSGALT00000085168,71425492,71428784
ENSGALG00000015468,ENSGALT00000024942,71425492,71428784
ENSGALG00000015471,ENSGALT00000037233,71405148,71422998
ENSGALG00000038476,ENSGALT00000069400,71386671,71392382
ENSGALG00000052928,ENSGALT00000093112,71272212,71273252
ENSGALG00000015466,ENSGALT00000024939,70959454,70999506
ENSGALG00000013861,ENSGALT00000022483,54664503,54683327
ENSGALG00000013861,ENSGALT00000062647,54664503,54683327
ENSGALG00000016498,ENSGALT00000026615,104064465,104093730
ENSGALG00000009822,ENSGALT00000099653,21967276,22050431
ENSGALG00000009822,ENSGALT00000057338,21967276,22050431
ENSGALG00000009822,ENSGALT00000104778,21967276,22050431
ENSGALG00000009822,ENSGALT00000087739,21967276,22050431
ENSGALG00000009822,ENSGALT00000078463,21967276,22050431
ENSGALG00000009822,ENSGALT00000015970,21967276,22050431
ENSGALG00000027536,ENSGALT00000044666,54615333,54632861
ENSGALG00000027207,ENSGALT00000044370,54597280,54606430
ENSGALG00000015465,ENSGALT00000024935,70672876,70939143
ENSGALG00000025222,ENSGALT00000042135,21953061,21953158
ENSGALG00000049422,ENSGALT00000091920,21942839,21967759
ENSGALG00000049422,ENSGALT00000108231,21942839,21967759
ENSGALG00000052227,ENSGALT00000105093,70489632,70490672
ENSGALG00000050527,ENSGALT00000098645,70347695,70348822
ENSGALG00000052425,ENSGALT00000098497,21915154,21919280
ENSGALG00000015434,ENSGALT00000066001,70157498,70521359
ENSGALG00000015434,ENSGALT00000024893,70157498,70521359
ENSGALG00000015434,ENSGALT00000101006,70157498,70521359
ENSGALG00000015434,ENSGALT00000095994,70157498,70521359
ENSGALG00000009814,ENSGALT00000038479,21899749,21911625
ENSGALG00000051525,ENSGALT00000103992,70118654,70119658
ENSGALG00000053213,ENSGALT00000092848,69894803,69895843
ENSGALG00000009811,ENSGALT00000031933,21884702,21899753
ENSGALG00000009811,ENSGALT00000107041,21884702,21899753
ENSGALG00000009811,ENSGALT00000089326,21884702,21899753
ENSGALG00000009807,ENSGALT00000015952,21873328,21881217
ENSGALG00000016497,ENSGALT00000026614,104043560,104060781
ENSGALG00000016497,ENSGALT00000068868,104043560,104060781
ENSGALG00000020067,ENSGALT00000031934,21842847,21869197
ENSGALG00000020067,ENSGALT00000097624,21842847,21869197
ENSGALG00000015415,ENSGALT00000103315,69023777,69068018
ENSGALG00000015415,ENSGALT00000024865,69023777,69068018
ENSGALG00000015415,ENSGALT00000086898,69023777,69068018
ENSGALG00000015415,ENSGALT00000105926,69023777,69068018
ENSGALG00000015415,ENSGALT00000097211,69023777,69068018
ENSGALG00000009073,ENSGALT00000068735,12595835,12614895
ENSGALG00000009073,ENSGALT00000014765,12595835,12614895
ENSGALG00000037872,ENSGALT00000069055,103966616,104035930
ENSGALG00000026761,ENSGALT00000044077,68903432,68979504
ENSGALG00000026761,ENSGALT00000053905,68903432,68979504
ENSGALG00000009802,ENSGALT00000015943,21827667,21839929
ENSGALG00000009802,ENSGALT00000071187,21827667,21839929
ENSGALG00000009802,ENSGALT00000083315,21827667,21839929
ENSGALG00000009796,ENSGALT00000091373,21738841,21823981
ENSGALG00000009796,ENSGALT00000031937,21738841,21823981
ENSGALG00000009796,ENSGALT00000093547,21738841,21823981
ENSGALG00000009796,ENSGALT00000094100,21738841,21823981
ENSGALG00000009791,ENSGALT00000015927,21385127,21421817
ENSGALG00000009082,ENSGALT00000014777,12555719,12587558
ENSGALG00000013846,ENSGALT00000022465,54492908,54572776
ENSGALG00000013846,ENSGALT00000062003,54492908,54572776
ENSGALG00000013846,ENSGALT00000047106,54492908,54572776
ENSGALG00000013846,ENSGALT00000060939,54492908,54572776
ENSGALG00000015410,ENSGALT00000037249,68858596,68885270
ENSGALG00000015410,ENSGALT00000054098,68858596,68885270
ENSGALG00000015410,ENSGALT00000099283,68858596,68885270
ENSGALG00000009788,ENSGALT00000051983,21270194,21297310
ENSGALG00000009788,ENSGALT00000015924,21270194,21297310
ENSGALG00000009784,ENSGALT00000015916,21159219,21262585
ENSGALG00000051355,ENSGALT00000092511,54467906,54469126
ENSGALG00000016495,ENSGALT00000026608,103811477,103953916
ENSGALG00000026402,ENSGALT00000044318,103299322,103299527
ENSGALG00000009690,ENSGALT00000084212,21085200,21149788
ENSGALG00000009690,ENSGALT00000015897,21085200,21149788
ENSGALG00000009690,ENSGALT00000105199,21085200,21149788
ENSGALG00000015405,ENSGALT00000024849,68717965,68811461
ENSGALG00000009687,ENSGALT00000015766,20934919,21040114
ENSGALG00000009687,ENSGALT00000105554,20934919,21040114
ENSGALG00000026500,ENSGALT00000044593,102691379,102691488
ENSGALG00000026981,ENSGALT00000047580,54296597,54457695
ENSGALG00000026981,ENSGALT00000044269,54296597,54457695
ENSGALG00000026981,ENSGALT00000068410,54296597,54457695
ENSGALG00000016492,ENSGALT00000026603,102274603,102281938
ENSGALG00000015388,ENSGALT00000095062,68350477,68445504
ENSGALG00000015388,ENSGALT00000099113,68350477,68445504
ENSGALG00000015388,ENSGALT00000093326,68350477,68445504
ENSGALG00000015388,ENSGALT00000024824,68350477,68445504
ENSGALG00000013834,ENSGALT00000022449,54273073,54278672
ENSGALG00000033748,ENSGALT00000047380,54227861,54227921
ENSGALG00000009678,ENSGALT00000015752,20828976,20854141
ENSGALG00000015387,ENSGALT00000078627,68246858,68320347
ENSGALG00000015387,ENSGALT00000024823,68246858,68320347
ENSGALG00000015387,ENSGALT00000051836,68246858,68320347
ENSGALG00000015387,ENSGALT00000045965,68246858,68320347
ENSGALG00000016491,ENSGALT00000026601,102199405,102233660
ENSGALG00000009652,ENSGALT00000015716,20458579,20827409
ENSGALG00000016487,ENSGALT00000108094,101927863,102036252
ENSGALG00000016487,ENSGALT00000031583,101927863,102036252
ENSGALG00000050652,ENSGALT00000097024,12421637,12422683
ENSGALG00000015345,ENSGALT00000103881,68161619,68200435
ENSGALG00000015345,ENSGALT00000037261,68161619,68200435
ENSGALG00000015345,ENSGALT00000062721,68161619,68200435
ENSGALG00000015345,ENSGALT00000094178,68161619,68200435
ENSGALG00000047141,ENSGALT00000102103,68134987,68147931
ENSGALG00000015343,ENSGALT00000024761,68113880,68149493
ENSGALG00000015343,ENSGALT00000106190,68113880,68149493
ENSGALG00000009645,ENSGALT00000076325,20068343,20429542
ENSGALG00000009645,ENSGALT00000066689,20068343,20429542
ENSGALG00000009645,ENSGALT00000015707,20068343,20429542
ENSGALG00000009645,ENSGALT00000057457,20068343,20429542
ENSGALG00000009645,ENSGALT00000049609,20068343,20429542
ENSGALG00000015338,ENSGALT00000024753,68101830,68113781
ENSGALG00000035599,ENSGALT00000061131,68013742,68017684
ENSGALG00000015316,ENSGALT00000024723,67999790,68003969
ENSGALG00000015314,ENSGALT00000024718,67984758,67993302
ENSGALG00000015314,ENSGALT00000101978,67984758,67993302
ENSGALG00000047554,ENSGALT00000093982,101917263,101920259
ENSGALG00000009627,ENSGALT00000015679,19838367,19941802
ENSGALG00000009627,ENSGALT00000076978,19838367,19941802
ENSGALG00000015313,ENSGALT00000098230,67850522,67962399
ENSGALG00000015313,ENSGALT00000037269,67850522,67962399
ENSGALG00000009616,ENSGALT00000106058,19747666,19838517
ENSGALG00000009616,ENSGALT00000015668,19747666,19838517
ENSGALG00000013829,ENSGALT00000102131,54198322,54264069
ENSGALG00000013829,ENSGALT00000031778,54198322,54264069
ENSGALG00000013829,ENSGALT00000062001,54198322,54264069
ENSGALG00000043047,ENSGALT00000048637,67724491,67834185
ENSGALG00000043047,ENSGALT00000101993,67724491,67834185
ENSGALG00000009615,ENSGALT00000076016,19522587,19548144
ENSGALG00000049020,ENSGALT00000107111,67675887,67687498
ENSGALG00000049952,ENSGALT00000094308,67657267,67663189
ENSGALG00000009612,ENSGALT00000031945,19449227,19512091
ENSGALG00000015308,ENSGALT00000024710,67569468,67623854
ENSGALG00000016486,ENSGALT00000026596,101863127,101906927
ENSGALG00000016486,ENSGALT00000049403,101863127,101906927
ENSGALG00000015306,ENSGALT00000024702,67542264,67553225
ENSGALG00000026385,ENSGALT00000044776,19224622,19249885
ENSGALG00000026385,ENSGALT00000103157,19224622,19249885
ENSGALG00000026385,ENSGALT00000106597,19224622,19249885
ENSGALG00000016485,ENSGALT00000026595,101681364,101683698
ENSGALG00000015305,ENSGALT00000037276,67490385,67505356
ENSGALG00000026727,ENSGALT00000043961,18978772,18984357
ENSGALG00000015304,ENSGALT00000024700,67467464,67489909
ENSGALG00000027236,ENSGALT00000043019,67451188,67451297
ENSGALG00000013826,ENSGALT00000022440,54176664,54179502
ENSGALG00000044774,ENSGALT00000085006,101674772,101675273
ENSGALG00000013824,ENSGALT00000022435,54130235,54163918
ENSGALG00000013824,ENSGALT00000091951,54130235,54163918
ENSGALG00000016483,ENSGALT00000026593,101650872,101662307
ENSGALG00000016483,ENSGALT00000090499,101650872,101662307
ENSGALG00000054342,ENSGALT00000095462,110830566,110832014
ENSGALG00000016732,ENSGALT00000027001,110783853,110802840
ENSGALG00000028209,ENSGALT00000044178,101589684,101589863
ENSGALG00000015303,ENSGALT00000094093,67391076,67462006
ENSGALG00000015303,ENSGALT00000103261,67391076,67462006
ENSGALG00000015303,ENSGALT00000024698,67391076,67462006
ENSGALG00000015303,ENSGALT00000106095,67391076,67462006
ENSGALG00000016731,ENSGALT00000026999,110772760,110779590
ENSGALG00000016731,ENSGALT00000058814,110772760,110779590
ENSGALG00000015297,ENSGALT00000024687,67292563,67374494
ENSGALG00000029012,ENSGALT00000043195,110568078,110761454
ENSGALG00000047063,ENSGALT00000100476,110287354,110288388
ENSGALG00000016726,ENSGALT00000026991,110161744,110245933
ENSGALG00000009598,ENSGALT00000015639,18926218,18963234
ENSGALG00000009598,ENSGALT00000094968,18926218,18963234
ENSGALG00000009598,ENSGALT00000106813,18926218,18963234
ENSGALG00000016725,ENSGALT00000026989,110092843,110116096
ENSGALG00000016723,ENSGALT00000097924,110067035,110073729
ENSGALG00000016723,ENSGALT00000100685,110067035,110073729
ENSGALG00000016723,ENSGALT00000026987,110067035,110073729
ENSGALG00000016723,ENSGALT00000096569,110067035,110073729
ENSGALG00000018318,ENSGALT00000029025,18902895,18902999
ENSGALG00000018317,ENSGALT00000029024,18902589,18902663
ENSGALG00000015289,ENSGALT00000097587,67151293,67212997
ENSGALG00000015289,ENSGALT00000024677,67151293,67212997
ENSGALG00000015289,ENSGALT00000103864,67151293,67212997
ENSGALG00000015286,ENSGALT00000065874,67074926,67146996
ENSGALG00000015286,ENSGALT00000056496,67074926,67146996
ENSGALG00000013822,ENSGALT00000022430,54077243,54114208
ENSGALG00000013822,ENSGALT00000081946,54077243,54114208
