Gene stable ID,Transcript stable ID,Exon stable ID
ENSMUSG00000086825,ENSMUST00000130486,ENSMUSE00000722706
ENSMUSG00000086825,ENSMUST00000130486,ENSMUSE00000767155
ENSMUSG00000090533,ENSMUST00000172123,ENSMUSE00000897479
ENSMUSG00000103305,ENSMUST00000193310,ENSMUSE00001345357
ENSMUSG00000103305,ENSMUST00000193310,ENSMUSE00001344198
ENSMUSG00000103305,ENSMUST00000193310,ENSMUSE00001337379
ENSMUSG00000026399,ENSMUST00000027650,ENSMUSE00000341163
ENSMUSG00000026399,ENSMUST00000027650,ENSMUSE00001225931
ENSMUSG00000026399,ENSMUST00000027650,ENSMUSE00001247896
ENSMUSG00000026399,ENSMUST00000027650,ENSMUSE00001244306
ENSMUSG00000026399,ENSMUST00000027650,ENSMUSE00001220067
ENSMUSG00000026399,ENSMUST00000027650,ENSMUSE00001219306
ENSMUSG00000026399,ENSMUST00000027650,ENSMUSE00001017544
ENSMUSG00000026399,ENSMUST00000027650,ENSMUSE00000158737
ENSMUSG00000026399,ENSMUST00000027650,ENSMUSE00001290264
ENSMUSG00000026399,ENSMUST00000027650,ENSMUSE00000385490
ENSMUSG00000026399,ENSMUST00000122830,ENSMUSE00000796168
ENSMUSG00000026399,ENSMUST00000122830,ENSMUSE00001265845
ENSMUSG00000026399,ENSMUST00000122830,ENSMUSE00000796276
ENSMUSG00000026399,ENSMUST00000140400,ENSMUSE00001017544
ENSMUSG00000026399,ENSMUST00000140400,ENSMUSE00000158737
ENSMUSG00000026399,ENSMUST00000140400,ENSMUSE00000753794
ENSMUSG00000026399,ENSMUST00000140400,ENSMUSE00001311991
ENSMUSG00000026399,ENSMUST00000140725,ENSMUSE00000691839
ENSMUSG00000026399,ENSMUST00000140725,ENSMUSE00001218039
ENSMUSG00000026399,ENSMUST00000140725,ENSMUSE00001207498
ENSMUSG00000026399,ENSMUST00000140725,ENSMUSE00001277336
ENSMUSG00000026399,ENSMUST00000140725,ENSMUSE00001307646
ENSMUSG00000026399,ENSMUST00000140725,ENSMUSE00001293091
ENSMUSG00000026399,ENSMUST00000140725,ENSMUSE00000755675
ENSMUSG00000026399,ENSMUST00000140725,ENSMUSE00001221442
ENSMUSG00000026399,ENSMUST00000133057,ENSMUSE00001218039
ENSMUSG00000026399,ENSMUST00000133057,ENSMUSE00000746007
ENSMUSG00000026399,ENSMUST00000133057,ENSMUSE00000750376
ENSMUSG00000104007,ENSMUST00000194189,ENSMUSE00001337963
ENSMUSG00000085526,ENSMUST00000125681,ENSMUSE00000797894
ENSMUSG00000085526,ENSMUST00000125681,ENSMUSE00000776367
ENSMUSG00000085526,ENSMUST00000125681,ENSMUSE00000738630
ENSMUSG00000085526,ENSMUST00000125681,ENSMUSE00000825075
ENSMUSG00000085526,ENSMUST00000125681,ENSMUSE00000741452
ENSMUSG00000102139,ENSMUST00000195475,ENSMUSE00001344066
ENSMUSG00000102743,ENSMUST00000193891,ENSMUSE00001337645
ENSMUSG00000102743,ENSMUST00000193891,ENSMUSE00001344985
ENSMUSG00000103751,ENSMUST00000193111,ENSMUSE00001340772
ENSMUSG00000039384,ENSMUST00000139839,ENSMUSE00000727394
ENSMUSG00000039384,ENSMUST00000139839,ENSMUSE00000769924
ENSMUSG00000039384,ENSMUST00000139839,ENSMUSE00000723159
ENSMUSG00000039384,ENSMUST00000048655,ENSMUSE00000439678
ENSMUSG00000039384,ENSMUST00000048655,ENSMUSE00000317441
ENSMUSG00000039384,ENSMUST00000048655,ENSMUSE00000317433
ENSMUSG00000039384,ENSMUST00000048655,ENSMUSE00000461806
ENSMUSG00000044854,ENSMUST00000193919,ENSMUSE00000349414
ENSMUSG00000044854,ENSMUST00000050306,ENSMUSE00001337602
ENSMUSG00000102682,ENSMUST00000195070,ENSMUSE00001341643
ENSMUSG00000102682,ENSMUST00000195070,ENSMUSE00001337479
ENSMUSG00000102682,ENSMUST00000195070,ENSMUSE00001341379
ENSMUSG00000102682,ENSMUST00000195070,ENSMUSE00001338379
ENSMUSG00000102682,ENSMUST00000195070,ENSMUSE00001339119
ENSMUSG00000102682,ENSMUST00000193894,ENSMUSE00001341643
ENSMUSG00000102682,ENSMUST00000193894,ENSMUSE00001341379
ENSMUSG00000102682,ENSMUST00000193894,ENSMUSE00001338379
ENSMUSG00000102682,ENSMUST00000193894,ENSMUSE00001344449
ENSMUSG00000102682,ENSMUST00000194485,ENSMUSE00001341643
ENSMUSG00000102682,ENSMUST00000194485,ENSMUSE00001338379
ENSMUSG00000102682,ENSMUST00000194485,ENSMUSE00001345481
ENSMUSG00000102682,ENSMUST00000191890,ENSMUSE00001338379
ENSMUSG00000102682,ENSMUST00000191890,ENSMUSE00001342772
ENSMUSG00000102682,ENSMUST00000191890,ENSMUSE00001339283
ENSMUSG00000102682,ENSMUST00000193592,ENSMUSE00001337086
ENSMUSG00000102682,ENSMUST00000193592,ENSMUSE00001339197
ENSMUSG00000102682,ENSMUST00000193592,ENSMUSE00001337483
ENSMUSG00000102682,ENSMUST00000194453,ENSMUSE00001338379
ENSMUSG00000102682,ENSMUST00000194453,ENSMUSE00001339283
ENSMUSG00000102682,ENSMUST00000194453,ENSMUSE00001337725
ENSMUSG00000102794,ENSMUST00000194295,ENSMUSE00001339564
ENSMUSG00000102794,ENSMUST00000194295,ENSMUSE00001342358
ENSMUSG00000104419,ENSMUST00000191770,ENSMUSE00001342625
ENSMUSG00000101574,ENSMUST00000188766,ENSMUSE00001319476
ENSMUSG00000101574,ENSMUST00000188766,ENSMUSE00001326367
ENSMUSG00000101574,ENSMUST00000188766,ENSMUSE00001330057
ENSMUSG00000101574,ENSMUST00000188766,ENSMUSE00001321933
ENSMUSG00000101574,ENSMUST00000188766,ENSMUSE00001328018
ENSMUSG00000101574,ENSMUST00000188766,ENSMUSE00001328461
ENSMUSG00000089057,ENSMUST00000158432,ENSMUSE00000847567
ENSMUSG00000103308,ENSMUST00000193667,ENSMUSE00001340467
ENSMUSG00000103308,ENSMUST00000193667,ENSMUSE00001340752
ENSMUSG00000103308,ENSMUST00000193667,ENSMUSE00001346360
ENSMUSG00000103308,ENSMUST00000192129,ENSMUSE00001340752
ENSMUSG00000103308,ENSMUST00000192129,ENSMUSE00001336314
ENSMUSG00000103308,ENSMUST00000192129,ENSMUSE00001346272
ENSMUSG00000102606,ENSMUST00000193804,ENSMUSE00001062174
ENSMUSG00000103314,ENSMUST00000195144,ENSMUSE00001338895
ENSMUSG00000092578,ENSMUST00000172500,ENSMUSE00000931042
ENSMUSG00000092578,ENSMUST00000172500,ENSMUSE00000939683
ENSMUSG00000092578,ENSMUST00000172500,ENSMUSE00000942180
ENSMUSG00000042554,ENSMUST00000039862,ENSMUSE00000817393
ENSMUSG00000042554,ENSMUST00000039862,ENSMUSE00000253654
ENSMUSG00000042554,ENSMUST00000039862,ENSMUSE00000253647
ENSMUSG00000042554,ENSMUST00000039862,ENSMUSE00000253642
ENSMUSG00000042554,ENSMUST00000039862,ENSMUSE00000253632
ENSMUSG00000042554,ENSMUST00000039862,ENSMUSE00000253625
ENSMUSG00000042554,ENSMUST00000039862,ENSMUSE00000253621
ENSMUSG00000042554,ENSMUST00000039862,ENSMUSE00000253614
ENSMUSG00000042554,ENSMUST00000039862,ENSMUSE00000253609
ENSMUSG00000042554,ENSMUST00000039862,ENSMUSE00000253601
ENSMUSG00000042554,ENSMUST00000039862,ENSMUSE00000253595
ENSMUSG00000042554,ENSMUST00000039862,ENSMUSE00000253588
ENSMUSG00000042554,ENSMUST00000128128,ENSMUSE00000817393
ENSMUSG00000042554,ENSMUST00000128128,ENSMUSE00000253647
ENSMUSG00000042554,ENSMUST00000128128,ENSMUSE00000253642
ENSMUSG00000042554,ENSMUST00000128128,ENSMUSE00000253632
ENSMUSG00000042554,ENSMUST00000128128,ENSMUSE00000253621
ENSMUSG00000042554,ENSMUST00000128128,ENSMUSE00000253614
ENSMUSG00000042554,ENSMUST00000128128,ENSMUSE00000253609
ENSMUSG00000042554,ENSMUST00000128128,ENSMUSE00000253601
ENSMUSG00000042554,ENSMUST00000128128,ENSMUSE00000253595
ENSMUSG00000042554,ENSMUST00000128128,ENSMUSE00000253588
ENSMUSG00000042554,ENSMUST00000128128,ENSMUSE00000769902
ENSMUSG00000042554,ENSMUST00000142416,ENSMUSE00000253654
ENSMUSG00000042554,ENSMUST00000142416,ENSMUSE00000253647
ENSMUSG00000042554,ENSMUST00000142416,ENSMUSE00000253642
ENSMUSG00000042554,ENSMUST00000142416,ENSMUSE00000253632
ENSMUSG00000042554,ENSMUST00000142416,ENSMUSE00000253621
ENSMUSG00000042554,ENSMUST00000142416,ENSMUSE00000253614
ENSMUSG00000042554,ENSMUST00000142416,ENSMUSE00000253609
ENSMUSG00000042554,ENSMUST00000142416,ENSMUSE00000253601
ENSMUSG00000042554,ENSMUST00000142416,ENSMUSE00000253595
ENSMUSG00000042554,ENSMUST00000142416,ENSMUSE00000467080
ENSMUSG00000042554,ENSMUST00000142416,ENSMUSE00000781531
ENSMUSG00000064395,ENSMUST00000082461,ENSMUSE00000521619
ENSMUSG00000039377,ENSMUST00000048572,ENSMUSE00000317344
ENSMUSG00000039377,ENSMUST00000048572,ENSMUSE00000317337
ENSMUSG00000039377,ENSMUST00000048572,ENSMUSE00000317325
ENSMUSG00000039377,ENSMUST00000048572,ENSMUSE00000346590
ENSMUSG00000039377,ENSMUST00000174257,ENSMUSE00000927959
ENSMUSG00000039377,ENSMUST00000174257,ENSMUSE00000928910
ENSMUSG00000102158,ENSMUST00000192139,ENSMUSE00001338196
ENSMUSG00000102158,ENSMUST00000192139,ENSMUSE00001342853
ENSMUSG00000026254,ENSMUST00000113232,ENSMUSE00000503818
ENSMUSG00000026254,ENSMUST00000113232,ENSMUSE00001097556
ENSMUSG00000026254,ENSMUST00000113232,ENSMUSE00001114287
ENSMUSG00000026254,ENSMUST00000113232,ENSMUSE00001189785
ENSMUSG00000026254,ENSMUST00000113232,ENSMUSE00000629297
ENSMUSG00000026254,ENSMUST00000113232,ENSMUSE00000694845
ENSMUSG00000026254,ENSMUST00000113233,ENSMUSE00000503818
ENSMUSG00000026254,ENSMUST00000113233,ENSMUSE00001097556
ENSMUSG00000026254,ENSMUST00000113233,ENSMUSE00001114287
ENSMUSG00000026254,ENSMUST00000113233,ENSMUSE00001189785
ENSMUSG00000026254,ENSMUST00000113233,ENSMUSE00000629297
ENSMUSG00000026254,ENSMUST00000113233,ENSMUSE00000629296
ENSMUSG00000026254,ENSMUST00000113233,ENSMUSE00000694848
ENSMUSG00000026254,ENSMUST00000050876,ENSMUSE00000503818
ENSMUSG00000026254,ENSMUST00000050876,ENSMUSE00001097556
ENSMUSG00000026254,ENSMUST00000050876,ENSMUSE00001114287
ENSMUSG00000026254,ENSMUST00000050876,ENSMUSE00001189785
ENSMUSG00000026254,ENSMUST00000050876,ENSMUSE00000629297
ENSMUSG00000026254,ENSMUST00000050876,ENSMUSE00000629296
ENSMUSG00000026254,ENSMUST00000050876,ENSMUSE00000452579
ENSMUSG00000026254,ENSMUST00000076362,ENSMUSE00000503818
ENSMUSG00000026254,ENSMUST00000076362,ENSMUSE00001097556
ENSMUSG00000026254,ENSMUST00000076362,ENSMUSE00001114287
ENSMUSG00000026254,ENSMUST00000076362,ENSMUSE00001189785
ENSMUSG00000026254,ENSMUST00000076362,ENSMUSE00000629297
ENSMUSG00000026254,ENSMUST00000076362,ENSMUSE00000629296
ENSMUSG00000026254,ENSMUST00000076362,ENSMUSE00001263301
ENSMUSG00000026254,ENSMUST00000113235,ENSMUSE00000503818
ENSMUSG00000026254,ENSMUST00000113235,ENSMUSE00001097556
ENSMUSG00000026254,ENSMUST00000113235,ENSMUSE00001114287
ENSMUSG00000026254,ENSMUST00000113235,ENSMUSE00001189785
ENSMUSG00000026254,ENSMUST00000113235,ENSMUSE00000629297
ENSMUSG00000026254,ENSMUST00000113235,ENSMUSE00000629296
ENSMUSG00000026254,ENSMUST00000113235,ENSMUSE00000694850
ENSMUSG00000026254,ENSMUST00000113235,ENSMUSE00001247526
ENSMUSG00000026254,ENSMUST00000113230,ENSMUSE00001097556
ENSMUSG00000026254,ENSMUST00000113230,ENSMUSE00001114287
ENSMUSG00000026254,ENSMUST00000113230,ENSMUSE00001189785
ENSMUSG00000026254,ENSMUST00000113230,ENSMUSE00000629297
ENSMUSG00000026254,ENSMUST00000113230,ENSMUSE00000629295
ENSMUSG00000026254,ENSMUST00000113230,ENSMUSE00000694843
ENSMUSG00000026254,ENSMUST00000123735,ENSMUSE00001097556
ENSMUSG00000026254,ENSMUST00000123735,ENSMUSE00001114287
ENSMUSG00000026254,ENSMUST00000123735,ENSMUSE00001189785
ENSMUSG00000026254,ENSMUST00000123735,ENSMUSE00000757209
ENSMUSG00000026254,ENSMUST00000123735,ENSMUSE00000840416
ENSMUSG00000026254,ENSMUST00000123735,ENSMUSE00000737326
ENSMUSG00000026254,ENSMUST00000113231,ENSMUSE00001097556
ENSMUSG00000026254,ENSMUST00000113231,ENSMUSE00001114287
ENSMUSG00000026254,ENSMUST00000113231,ENSMUSE00001189785
ENSMUSG00000026254,ENSMUST00000113231,ENSMUSE00000629297
ENSMUSG00000026254,ENSMUST00000113231,ENSMUSE00000629296
ENSMUSG00000026254,ENSMUST00000113231,ENSMUSE00000714099
ENSMUSG00000026254,ENSMUST00000113231,ENSMUSE00000707009
ENSMUSG00000101468,ENSMUST00000190510,ENSMUSE00001322006
ENSMUSG00000101468,ENSMUST00000190510,ENSMUSE00001323239
ENSMUSG00000101468,ENSMUST00000190510,ENSMUSE00001326946
ENSMUSG00000026405,ENSMUST00000027657,ENSMUSE00000781601
ENSMUSG00000026405,ENSMUST00000027657,ENSMUSE00000253503
ENSMUSG00000026405,ENSMUST00000027657,ENSMUSE00000158766
ENSMUSG00000026405,ENSMUST00000027657,ENSMUSE00000158762
ENSMUSG00000026405,ENSMUST00000027657,ENSMUSE00000158763
ENSMUSG00000026405,ENSMUST00000027657,ENSMUSE00000915626
ENSMUSG00000026405,ENSMUST00000027657,ENSMUSE00000158761
ENSMUSG00000026405,ENSMUST00000027657,ENSMUSE00000158764
ENSMUSG00000026405,ENSMUST00000027657,ENSMUSE00000253447
ENSMUSG00000026405,ENSMUST00000027657,ENSMUSE00000253441
ENSMUSG00000026405,ENSMUST00000171642,ENSMUSE00000915626
ENSMUSG00000026405,ENSMUST00000171642,ENSMUSE00000158764
ENSMUSG00000026405,ENSMUST00000171642,ENSMUSE00000893181
ENSMUSG00000026405,ENSMUST00000171642,ENSMUSE00000904939
ENSMUSG00000026405,ENSMUST00000171642,ENSMUSE00000909597
ENSMUSG00000026405,ENSMUST00000137276,ENSMUSE00000253503
ENSMUSG00000026405,ENSMUST00000137276,ENSMUSE00000158766
ENSMUSG00000026405,ENSMUST00000137276,ENSMUSE00000158762
ENSMUSG00000026405,ENSMUST00000137276,ENSMUSE00000158763
ENSMUSG00000026405,ENSMUST00000137276,ENSMUSE00000915626
ENSMUSG00000026405,ENSMUST00000137276,ENSMUSE00000253511
ENSMUSG00000026405,ENSMUST00000137276,ENSMUSE00001471753
ENSMUSG00000026405,ENSMUST00000137276,ENSMUSE00000902513
ENSMUSG00000026405,ENSMUST00000190624,ENSMUSE00001321371
ENSMUSG00000101227,ENSMUST00000191045,ENSMUSE00001324369
ENSMUSG00000101227,ENSMUST00000191045,ENSMUSE00001322323
ENSMUSG00000101227,ENSMUST00000191045,ENSMUSE00001318058
ENSMUSG00000101227,ENSMUST00000191045,ENSMUSE00001331208
ENSMUSG00000026621,ENSMUST00000048462,ENSMUSE00000591100
ENSMUSG00000026621,ENSMUST00000048462,ENSMUSE00000317247
ENSMUSG00000026621,ENSMUST00000048462,ENSMUSE00000317239
ENSMUSG00000026621,ENSMUST00000048462,ENSMUSE00000317230
ENSMUSG00000026621,ENSMUST00000048462,ENSMUSE00000317220
ENSMUSG00000026621,ENSMUST00000048462,ENSMUSE00001072155
ENSMUSG00000026621,ENSMUST00000048462,ENSMUSE00001335567
ENSMUSG00000026621,ENSMUST00000189492,ENSMUSE00000317239
ENSMUSG00000026621,ENSMUST00000189492,ENSMUSE00000317230
ENSMUSG00000026621,ENSMUST00000189492,ENSMUSE00000317220
ENSMUSG00000026621,ENSMUST00000189492,ENSMUSE00001072155
ENSMUSG00000026621,ENSMUST00000189492,ENSMUSE00001318211
ENSMUSG00000026621,ENSMUST00000189492,ENSMUSE00001334822
ENSMUSG00000026621,ENSMUST00000189492,ENSMUSE00000591099
ENSMUSG00000026621,ENSMUST00000110992,ENSMUSE00000317247
ENSMUSG00000026621,ENSMUST00000110992,ENSMUSE00000317230
ENSMUSG00000026621,ENSMUST00000110992,ENSMUSE00000317220
ENSMUSG00000026621,ENSMUST00000110992,ENSMUSE00001072155
ENSMUSG00000026621,ENSMUST00000110992,ENSMUSE00000317255
ENSMUSG00000026621,ENSMUST00000110992,ENSMUSE00000686218
ENSMUSG00000026621,ENSMUST00000110992,ENSMUSE00001471765
ENSMUSG00000026621,ENSMUST00000110992,ENSMUSE00001468412
ENSMUSG00000026621,ENSMUST00000110992,ENSMUSE00000686211
ENSMUSG00000088318,ENSMUST00000157693,ENSMUSE00000846828
ENSMUSG00000073730,ENSMUST00000073179,ENSMUSE00000494133
ENSMUSG00000089553,ENSMUST00000158928,ENSMUSE00000848063
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001326767
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001321009
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001334209
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001319689
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001325671
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001328176
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001334231
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001323153
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001335672
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001321706
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001335424
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001322101
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001321924
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001335938
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001330765
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001333442
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001319011
ENSMUSG00000101904,ENSMUST00000188520,ENSMUSE00001323908
ENSMUSG00000102766,ENSMUST00000193885,ENSMUSE00001336944
ENSMUSG00000102766,ENSMUST00000195365,ENSMUSE00001337773
ENSMUSG00000100257,ENSMUST00000189393,ENSMUSE00001333972
ENSMUSG00000100257,ENSMUST00000189393,ENSMUSE00001328034
ENSMUSG00000100257,ENSMUST00000189393,ENSMUSE00001323323
ENSMUSG00000100257,ENSMUST00000189393,ENSMUSE00001334964
ENSMUSG00000100257,ENSMUST00000189393,ENSMUSE00001333552
ENSMUSG00000065405,ENSMUST00000083471,ENSMUSE00000522630
ENSMUSG00000097970,ENSMUST00000182303,ENSMUSE00001299960
ENSMUSG00000065567,ENSMUST00000083633,ENSMUSE00000522792
ENSMUSG00000100775,ENSMUST00000190910,ENSMUSE00001325996
ENSMUSG00000101226,ENSMUST00000189078,ENSMUSE00001333376
ENSMUSG00000026255,ENSMUST00000118687,ENSMUSE00000362543
ENSMUSG00000026255,ENSMUST00000118687,ENSMUSE00000542252
ENSMUSG00000026255,ENSMUST00000118687,ENSMUSE00000542251
ENSMUSG00000026255,ENSMUST00000118687,ENSMUSE00000716727
ENSMUSG00000026255,ENSMUST00000118687,ENSMUSE00000711748
ENSMUSG00000026255,ENSMUST00000027472,ENSMUSE00000362543
ENSMUSG00000026255,ENSMUST00000027472,ENSMUSE00000542252
ENSMUSG00000026255,ENSMUST00000027472,ENSMUSE00000542251
ENSMUSG00000026255,ENSMUST00000027472,ENSMUSE00000475023
ENSMUSG00000026255,ENSMUST00000150831,ENSMUSE00000744893
ENSMUSG00000026255,ENSMUST00000150831,ENSMUSE00000795629
ENSMUSG00000089821,ENSMUST00000138844,ENSMUSE00000761158
ENSMUSG00000089821,ENSMUST00000138844,ENSMUSE00000709822
ENSMUSG00000026158,ENSMUST00000027343,ENSMUSE00000702281
ENSMUSG00000026158,ENSMUST00000027343,ENSMUSE00000630590
ENSMUSG00000026158,ENSMUST00000027343,ENSMUSE00000492352
ENSMUSG00000026158,ENSMUST00000027343,ENSMUSE00000366845
ENSMUSG00000026158,ENSMUST00000027343,ENSMUSE00000156406
ENSMUSG00000026158,ENSMUST00000027343,ENSMUSE00000156396
ENSMUSG00000026158,ENSMUST00000027343,ENSMUSE00000510278
ENSMUSG00000026158,ENSMUST00000186064,ENSMUSE00001322127
ENSMUSG00000026158,ENSMUST00000186064,ENSMUSE00001329918
ENSMUSG00000026158,ENSMUST00000186064,ENSMUSE00001325443
ENSMUSG00000026158,ENSMUST00000186064,ENSMUSE00001325944
ENSMUSG00000026158,ENSMUST00000186064,ENSMUSE00001329606
ENSMUSG00000026158,ENSMUST00000186064,ENSMUSE00001321948
ENSMUSG00000026158,ENSMUST00000188677,ENSMUSE00001329918
ENSMUSG00000026158,ENSMUST00000188677,ENSMUSE00001325443
ENSMUSG00000026158,ENSMUST00000188677,ENSMUSE00001325944
ENSMUSG00000026158,ENSMUST00000188677,ENSMUSE00001333044
ENSMUSG00000026158,ENSMUST00000188677,ENSMUSE00001335715
ENSMUSG00000026158,ENSMUST00000188677,ENSMUSE00001329728
ENSMUSG00000026158,ENSMUST00000188677,ENSMUSE00001322572
ENSMUSG00000026158,ENSMUST00000188677,ENSMUSE00001325609
ENSMUSG00000026158,ENSMUST00000189537,ENSMUSE00001333872
ENSMUSG00000026158,ENSMUST00000189537,ENSMUSE00001321751
ENSMUSG00000097920,ENSMUST00000180769,ENSMUSE00001141295
ENSMUSG00000099503,ENSMUST00000191140,ENSMUSE00001329771
ENSMUSG00000099503,ENSMUST00000191140,ENSMUSE00001323888
ENSMUSG00000099503,ENSMUST00000191140,ENSMUSE00001324551
ENSMUSG00000099503,ENSMUST00000191140,ENSMUSE00001328802
ENSMUSG00000026156,ENSMUST00000144602,ENSMUSE00000843988
ENSMUSG00000026156,ENSMUST00000144602,ENSMUSE00000838626
ENSMUSG00000026156,ENSMUST00000144602,ENSMUSE00000816545
ENSMUSG00000026156,ENSMUST00000063663,ENSMUSE00000828983
ENSMUSG00000026156,ENSMUST00000063663,ENSMUSE00000156393
ENSMUSG00000026156,ENSMUST00000063663,ENSMUSE00000156391
ENSMUSG00000026156,ENSMUST00000063663,ENSMUSE00000415496
ENSMUSG00000026156,ENSMUST00000140583,ENSMUSE00000415509
ENSMUSG00000026156,ENSMUST00000140583,ENSMUSE00000779545
ENSMUSG00000073481,ENSMUST00000068725,ENSMUSE00000853284
ENSMUSG00000073481,ENSMUST00000068725,ENSMUSE00001345065
ENSMUSG00000073481,ENSMUST00000068725,ENSMUSE00001213572
ENSMUSG00000073481,ENSMUST00000068725,ENSMUSE00001336899
ENSMUSG00000073481,ENSMUST00000068725,ENSMUSE00001284144
ENSMUSG00000073481,ENSMUST00000068725,ENSMUSE00001279359
ENSMUSG00000073481,ENSMUST00000068725,ENSMUSE00001291269
ENSMUSG00000073481,ENSMUST00000068725,ENSMUSE00000863882
ENSMUSG00000073481,ENSMUST00000161359,ENSMUSE00000871011
ENSMUSG00000073481,ENSMUST00000161359,ENSMUSE00001243953
ENSMUSG00000073481,ENSMUST00000161359,ENSMUSE00001338451
ENSMUSG00000073481,ENSMUST00000161359,ENSMUSE00001234769
ENSMUSG00000073481,ENSMUST00000161359,ENSMUSE00000853183
ENSMUSG00000073481,ENSMUST00000161341,ENSMUSE00001338451
ENSMUSG00000073481,ENSMUST00000161341,ENSMUSE00001234769
ENSMUSG00000073481,ENSMUST00000161341,ENSMUSE00000849556
ENSMUSG00000073481,ENSMUST00000161341,ENSMUSE00000852115
ENSMUSG00000073481,ENSMUST00000162261,ENSMUSE00001243953
ENSMUSG00000073481,ENSMUST00000162261,ENSMUSE00001338451
ENSMUSG00000073481,ENSMUST00000162261,ENSMUSE00001234769
ENSMUSG00000073481,ENSMUST00000162261,ENSMUSE00000865322
ENSMUSG00000073481,ENSMUST00000162261,ENSMUSE00000858120
ENSMUSG00000073481,ENSMUST00000160318,ENSMUSE00000856154
ENSMUSG00000073481,ENSMUST00000160318,ENSMUSE00000436324
ENSMUSG00000073481,ENSMUST00000162866,ENSMUSE00001243953
ENSMUSG00000073481,ENSMUST00000162866,ENSMUSE00001338451
ENSMUSG00000073481,ENSMUST00000162866,ENSMUSE00001234769
ENSMUSG00000073481,ENSMUST00000162866,ENSMUSE00000868028
ENSMUSG00000073481,ENSMUST00000162866,ENSMUSE00000871977
ENSMUSG00000073481,ENSMUST00000159293,ENSMUSE00001338451
ENSMUSG00000073481,ENSMUST00000159293,ENSMUSE00000871852
ENSMUSG00000073481,ENSMUST00000159293,ENSMUSE00001338997
ENSMUSG00000073481,ENSMUST00000159293,ENSMUSE00001209971
ENSMUSG00000073481,ENSMUST00000159293,ENSMUSE00001345475
ENSMUSG00000073481,ENSMUST00000159293,ENSMUSE00000871516
ENSMUSG00000073481,ENSMUST00000161821,ENSMUSE00001213572
ENSMUSG00000073481,ENSMUST00000161821,ENSMUSE00001336899
ENSMUSG00000073481,ENSMUST00000161821,ENSMUSE00001284144
ENSMUSG00000073481,ENSMUST00000161821,ENSMUSE00000862568
ENSMUSG00000073481,ENSMUST00000161821,ENSMUSE00001310211
ENSMUSG00000073481,ENSMUST00000161821,ENSMUSE00000861808
ENSMUSG00000073481,ENSMUST00000162501,ENSMUSE00001338997
ENSMUSG00000073481,ENSMUST00000162501,ENSMUSE00001209971
ENSMUSG00000073481,ENSMUST00000162501,ENSMUSE00001345475
ENSMUSG00000073481,ENSMUST00000162501,ENSMUSE00000862871
ENSMUSG00000073481,ENSMUST00000162501,ENSMUSE00000850372
ENSMUSG00000073481,ENSMUST00000160982,ENSMUSE00001209971
ENSMUSG00000073481,ENSMUST00000160982,ENSMUSE00000317170
ENSMUSG00000073481,ENSMUST00000160982,ENSMUSE00000852699
ENSMUSG00000088559,ENSMUST00000157934,ENSMUSE00000847069
ENSMUSG00002076207,ENSMUST00020182104,ENSMUSE00011468644
ENSMUSG00000039349,ENSMUST00000048308,ENSMUSE00000317135
ENSMUSG00000039349,ENSMUST00000048308,ENSMUSE00000382931
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00001344603
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000453907
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000398259
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000273216
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000385063
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000273206
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000509301
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000510474
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000273186
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000273175
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000273165
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000160785
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000160782
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000160781
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000273137
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000536927
ENSMUSG00000026587,ENSMUST00000193042,ENSMUSE00000359007
